ID,SMILES,LogP
9564,C=1(C(O)=CC=C(CCCC)C=1)O,4.21
9565,C=1C(C(=O)O)=CC(=CC=1)C,3.782
9566,OC(=O)CC1=CC=C(C(=C1)O)O,2.378
9567,C=1C=C(C=C(Cl)C=1O)O,2.744
9568,C1=CN=C(C)C(=N1)CC,2.891
9569,C(C)NC(NCC)=S,1.793
9570,C(OC1=CC=CC(C)=C1)(=O)NC,2.803
9571,OCCCCCC1=CC=NC=C1,2.533
9572,O=C1OC(C2=CC=CC=C12)O,1.977
9573,C=1(C=CC=CC=1)OCC=C,4.469
9574,C(CCCCC)CC(C)=O,4.444
9575,ClC(Cl)(Cl)CO,2.908
9576,OC1=CC=C(C)C=C1O,2.778
9577,C(C1=CC=CC=C1)C(C)O,4.413
9578,C=1C(Cl)=CC=C(C=1)OC,4.242
9579,C1=CC=C(N)C=C1Cl,3.518
9580,O(C1=CC=C(C)C=C1)C(C)=O,3.515
9581,O(C=1N=C(C=CC=1)Cl)CC,3.696
9582,O(C1=CC=C(C=C1)CC)C(C)=O,4.167
9583,C=1C=C(N=NC=1Cl)Cl,2.142
9584,NC(C)C(C=1C=CC=CC=1)O,2.34
9585,C1CN(CC=C1)NC(OCC)=O,2.387
9586,FC=1C=CC=C(C#N)C=1,2.787
9587,C1(=O)OC(OC)C2=CC=CC=C12,2.758
9588,C(CC)CCCC1=NNC(O1)=N,2.834
9589,C1(=CC=C(C=C1OC)O)O,1.956
9590,C1(=C(C)C=C(O)C(C(=C)C)=C1)O,2.719
9591,CN(C)C1=CC=C(N=N1)Cl,2.784
9592,C=1(SSC(=O)C=1)C,2.117
9593,CC1(C)C2C=C(C)CCC12,6.482
9594,CC(C1=CC=CC(=C1)Cl)=O,4.106
9595,CC(C)C(=O)CC(=O)C(C)C,3.271
9596,CP(C)(C(C)C(C)C)=O,1.895
9597,N#CCC1=CC=C(C)C=C1,2.992
9598,O=C(O)C1=CC=C(CO)C=C1,2.308
9599,C=1C=C(C=C(C=1O)O)C(O)CO,0.469
9600,CC1=C(C(C)=CC=C1)OC(C)=O,3.734
9601,CC(C)CC=1OC(=N)NN=1,1.298
9602,NC(CBr)=O,0.349
9603,C1=CC=C2C(C3CCC2C3N)=C1,3.804
9604,[N+](=O)(C1=C([N+](=O)[O-])N=CN1)[O-],1.996
9605,N1C=C(C)C(C(OCC)=O)=C1,3.547
9606,O=C(C=1C(OC)=CC=CC=1)NN,2.016
9607,C1CC(C2=CC=CC=C2)=CCC1,6.088
9608,C1=CC(=CC=N1)CCC,2.943
9609,N=1N(C=2C(N=1)=CC=CC=2)CC,2.777
9610,C1(=CC(=O)SS1)CCC,3.702
9611,O(C=1C=2C=CC=CC=2N=NC=1)C,3.002
9612,C=1C=C2C(C=3C(=CC=CC=3)N2)=CC=1,5.504
9613,C1=C(C=2C(O)=CC=CC=2)C=CC=C1,4.616
9614,N1=CC=CC=2C=CC=C(Cl)C1=2,3.653
9615,C1(C2=CC=CC=N2)=CC=CC=N1,3.057
9616,[N+]([O-])(=O)C1=CC=C(C(=O)C)C=C1,3.408
9617,CC(C)(C)[N+](N=C=[N-])=O,3.025
9618,N(O)=CC1=CC=C(C=C1)Cl,3.769
9619,C=1N=CC=C(CCCCN)C=1,2.394
9620,C(Cl)C(NC=1C=CC=CC=1)=O,3.794
9621,C1=CC2=C(N=CC=N2)C(N)=C1,2.576
9622,C=1(CCCC)C=CC(CO)=CC=1,4.653
9623,C1CC(CCC1)C(O)=O,4.425
9624,C(C1=CC=CC=C1)NC(NN)=O,1.147
9625,CC(C)CN(C(=O)N)N=O,1.988
9626,CC(C=CC1=CC=CO1)=O,2.898
9627,C(=O)(C)NC(C(NC)=O)C,-0.017
9628,CC(C)N1C=CC(=O)C(O)=C1,1.908
9629,O(C)C=1C(OC)=C(C=CC=1O)O,2.001
9630,C(C(=O)N)=CC=1C=CC=CC=1,2.851
9631,C1CN(CCC1O)N=O,0.479
9632,OC(C(CO)C=1C=CC=CC=1)=O,2.162
9633,C=1C=CC(C2=CC=CC=C2)=CC=1,5.377
9634,C1=C(C(=CC(=C1)O)C=O)O,2.253
9635,O=CC=1C=CC=C(OC)C=1,3.195
9636,C1CC2(CCC1C(C)(C)O2)C,3.974
9637,C=1C=CC(NC=1)=NC(=O)C,2.128
9638,C1=CC(=CC=C1Cl)O,3.905
9639,C1(SC=2C(=CC=CC=2)N1)=S,3.925
9640,N12C(=NC(CCN)=C1)C=CC=C2,1.777
9641,N(C(N)=O)C1=CC=CC(=C1)Cl,2.954
9642,S1C=C(C(S1)=O)CCC,3.888
9643,[N+]([O-])(C1=CC=C(C(N)=C1)OC)=O,3.049
9644,C1=CC(=CC=N1)C(C)=O,1.85
9645,C1(=CC=CS1)C(=O)NC,2.272
9646,C1=2C=CC=CC1=CC(C#N)=CN=2,3.085
9647,C1CC1C(=O)NN2CC=CCC2,2.487
9648,C1COC=2C(=CC=CC=2)O1,3.326
9649,C=1C=C(C(CC)=CC=1)C(N)=O,2.863
9650,C1=CC=C2C(CCC(NC)C2)=C1,3.927
9651,C1=C2C(NC(=O)C=C2)=CC=C1,2.646
9652,C(C)CN=C(NC#N)NC,1.73
9653,CN(C)C=1C=CC(=CC=1)C#N,3.995
9654,C1=CC(=CC=N1)CCCC,4.945
9655,N#CCC(C1=CC=CC=C1)=O,2.131
9656,N(C(C1=CC=CO1)=O)CC,1.906
9657,CC(C)C=1C(C(=O)N)=CC=CC=1,2.546
9658,C1(C(C=C)=O)=CC=CC=C1,3.361
9659,C1(=CC=CS1)S(C)=O,2.2
9660,C(N)(C1=CC=CS1)=O,1.923
9661,C(Br)C(=O)OCC,2.657
9662,C=1(C(=CC=CC=1)Cl)CO,3.155
9663,C1=CC=CC=2C=C(C)N=CC1=2,4.075
9664,C(C=1C=CSC=1)(=O)OCC,3.831
9665,C=1(C2=C(C=CC=C2)C=CC=1)N,3.552
9666,C=1NC2=C(C=CC=C2C)C=1,4.001
9667,CC(C)C1=CC=CC=C1C(C)C,5.863
9668,O(C1=CC=CC=C1OC)C,3.306
9669,C(C1=CC=C(C=C1)O)CC,4.65
9670,O=[N+](C=1NC=NC=1C)[O-],1.284
9671,C1=C(OC(=C1)COC)[N+]([O-])=O,2.683
9672,C=1C=CC(NC(N)=N)=CC=1,1.577
9673,C(C1=CC=CC(=C1)Cl)(OC)=O,4.087
9674,CC(=O)CC(=O)OCC,0.57
9675,N1=C(C(=NC(C)=O)NO1)C,1.583
9676,C=1C=CC=C(OC)C=1NC(=O)C,1.708
9677,C=1C=CC(NC(NN)=O)=CC=1,1.594
9678,CN(C)C1=CC(C)=CC=C1,4.273
9679,C=1C=C(C(N)=O)C(=CC=1)C,2.234
9680,CC(C)N1C(C)=C(C(C=C1)=O)O,1.729
9681,O=C(C=1C(=CC=CC=1)Cl)NN,1.226
9682,C(C)C(C=1C(=CC=CC=1)O)=O,3.998
9683,CN(C1=CC=CC=C1)C(=O)N,1.951
9684,O=[N+](C1=NC=C(C=C)N1C)[O-],2.18
9685,C=1C=CC=C2C(C=NNC=12)=N,2.429
9686,CC(C1=CC=CS1)=O,2.93
9687,ClC=1C=NC(Cl)=CC=1,3.935
9688,C=1C=CC=C2C(=O)NC(=O)C=12,2.447
9689,CCOC(=O)CC(=O)OCC,2.167
9690,C=1(C(=CC=CC=1)Cl)Cl,4.552
9691,OC(O)C(CCCC)=O,2.778
9692,C(N)(C1=CC=CC(=C1)Cl)=O,2.691
9693,C=1C=CC=CC=1CC(CCC)N,4.272
9694,C=1N=CC(=CC=1)CNCC,2.596
9695,C1=C(F)C(=CC=C1)NC(=O)C,2.275
9696,C=1C=CC=C(OC)C=1Cl,3.841
9697,CN(C)C(=O)C1=CN=CC=N1,0.791
9698,O=CC1=CC(=CC=C1OC)OC,3.943
9699,O=[N+](C1=C(C(OC)=CC=C1)C)[O-],4.445
9700,C(=O)(C)NCC(NC)=O,-0.122
9701,C(O)C(CO)(CO)CC,-0.262
9702,C1=2C(OCO1)=CC(CO)=CC=2,2.823
9703,C=1C(=CC=CC=1)C2NCCC2,3.338
9704,C1=2C(C(=O)N(C1=O)C)=CC=CC=2,2.627
9705,NNC(C1=CC=NC(OC)=C1)=O,0.536
9706,C1(=CC=CC=C1F)C=CC(C)=O,3.676
9707,N=1O[N+](=C(C(C)=O)C=1C)[O-],2.282
9708,C1(OC(OC(O1)C)C)C,2.782
9709,CNCCC1=CC=CC=N1,2.354
9710,C1CCCCCCN(C1)N=O,3.743
9711,O=[N+](C=CC1=CC=CC(O)=C1)[O-],4.004
9712,ClCCOCCCl,3.076
9713,N1C(=CN=CC1=N)Cl,2.471
9714,[N+](C=1C([N+]([O-])=O)=CC=CC=1)([O-])=O,3.188
9715,C1(C)=CC=C2C(=C1)N=CC=C2,4.008
9716,N(C1=CC=CS1)C(C)=O,1.983
9717,CC=1C(=C(C(C)=CC=1)O)C,3.859
9718,C1(=CC=C(C(C)=C1)OC)C=O,3.553
9719,CC(C)C1=CC=C(C=C1)C(=O)C,4.389
9720,C1(=CC=C(CCO)C=C1OC)O,1.999
9721,C(Cl)CCC1=CC=CC=C1,5.123
9722,C(NC=1C(=CC=CC=1)O)(=O)NN,1.824
9723,C1=C(C=CC=C1)CC2=CC=CC=C2,5.053
9724,C1=C(C=CC=C1)C(N)=N,2.1
9725,CN(C)CCC1=CC=CN=C1,2.32
9726,O=NC=1C=CC(=CC=1)O,2.564
9727,CC1(C)C2C(CCC1C2)=C,5.214
9728,C(C1=C(O)C(=NC=C1CO)C)N,-0.163
9729,C=1(NN(C)C(=O)C)C=CC=CC=1,2.586
9730,C1=CC=2C(=CC=C(C)C=2)N1,4.349
9731,CCOCCOCCO,0.961
9732,C(C)CNC(C1=CC=CO1)=O,2.82
9733,C=1C=CC(CC)=CC=1CC,6.012
9734,CC(C)CN1CCOCC1,2.961
9735,N1CCC(C2=CC=CC=C2)=CC1,3.48
9736,C=1N(C)C(=CC=1)C(NCCC)=O,2.664
9737,C=1N=CC(Br)=CC=1,3.908
9738,CC1(C)C2C(C(C)=CCC12)=O,4.832
9739,O=C(O)C=1NC(=O)NC(=O)C=1,-0.423
9740,C(O)(=O)CCCCCC(O)=O,1.964
9741,OC(CC1=CC=C(CC)C=C1)=O,3.924
9742,C1CCCCN1C2=CC=CC=C2,3.288
9743,C=1(C=CC=CC=1)OCC(C)O,3.551
9744,C=1C(C(O)=CC=CC=1)=O,2.225
9745,N(C(=O)C)C=1C=C(C)C(C)=CC=1,3.106
9746,C=1C=CC=CC=1CCC=NNC,2.797
9747,O=S(=O)(N)C1=CC=CN=C1,0.915
9748,CC=1N=C2C(O)=CC=CC2=CC=1,3.772
9749,N(C#N)=NC1=CC=CC=C1,5.539
9750,C1=2C=CC=CC1=CC(=CC=2)O,3.83
9751,O=[N+](C1=C(N(C)C=N1)Cl)[O-],3.398
9752,C1=C(C=C(O)C(C(=O)O)=C1)N,2.08
9753,C=1C(=CC=C(N)C=1C)OC,3.415
9754,C=1C=CC=CC=1CC(=O)O,3.184
9755,C=1(C2=C(C=CC=1)C(C)=CC=N2)O,3.931
9756,O=C(O)C1=CC=C(CCl)C=C1,3.612
9757,NNC(C=1C=CC=C(C)C=1)=O,2.663
9758,C=12C(=CC=CC=1)NC(N2)=S,3.511
9759,C=1C(=CSC=1)CC#N,2.785
9760,C1=CC=C(C=C1Cl)CO,3.359
9761,OC(C=CC1=CC=C(C=C1)O)=O,2.801
9762,C=1C(=CC=C(C=1)CC)O,4.121
9763,C(C)(O)C=1C=CC=CC=1,2.506
9764,C=1(C=CC=CC=1)OCCOC,3.123
9765,[N+]([O-])(C=1C=C2N=NNC2=CC=1)=O,3.231
9766,C1=CC(C=CC1=O)=NCl,2.889
9767,C1=2C3CC(CC3N)C1=CC=CC=2,3.179
9768,C=1(C=C(C=C(O)C=1)C(O)=O)O,2.714
9769,CC=1C(=C(O)C=C(C=1O)C)C,3.656
9770,N#CCC1=CC=C(C=C1)C(=O)O,2.718
9771,FC(F)(F)C(C(F)(F)F)O,3.354
9772,C1(SC)=CC=CC(N)=C1,2.396
9773,C(CN)C1=C(C(O)=C(O)C=C1)C,0.815
9774,C=1(C(C)=CC=CC=1[N+]([O-])=O)C,4.591
9775,N1=C(C(=[N+](O1)[O-])C)C(C)=O,2.286
9776,COCCN1C=CN=C1[N+]([O-])=O,1.612
9777,O=CC=1C(Cl)=CC=CC=1,3.436
9778,C=1C=CC=CC=1CC=O,3.031
9779,[O-][N+](CC1=CC=CC=C1)=O,3.64
9780,N1C=2C(=CC=CC=2)C(C=C1)=N,3.339
9781,NNC(C1=CC=CC(N)=C1)=O,0.643
9782,C1(=C(C)N=CS1)CCCl,3.401
9783,C1CC(N(CCC1)CC)=O,1.657
9784,CNCCC1=CC=CC=C1,3.484
9785,C1(C(OCC)=O)=CN=CN=C1,1.95
9786,CC(OC1=CC=CC(C)=C1)=O,3.221
9787,O=C(O)C=1C(F)=CC=CC=1F,2.754
9788,CC(C)(C)NC(NN)=O,0.349
9789,N(C#N)=C(N)NC=1C=CC=CC=1,2.705
9790,C1=C(N)C=C(C(=C1)Cl)N,2.116
9791,N=1C=CN=C(C=1CC)OC,3.043
9792,N#CC1=CC=CC=C1OC(C)=O,2.747
9793,CC1=CC(=N)NC(=N1)C,2.227
9794,C=1(C=CC=C(C(=O)O)C=1)[N+](=O)[O-],3.69
9795,N1C=2C(=CC=CC=2C(C=N1)=N)C,2.583
9796,C(OC)(C1=CN=C(C=N1)C)=O,1.504
9797,CC(C)=C1CC=C(C)CC1,5.753
9798,C=1C=CC=CC2=CC=C(C(=O)C)C=12,4.173
9799,C1C2CC3CC1CC(C2)C3,5.898
9800,N(=CC=1C=CC=CC=1)NC(N)=N,3.537
9801,C=1C=C(C=CC=1OC)C=O,2.559
9802,N1N=C(OC1=N)C(CC)C,2.106
9803,OCCNC=1C=CC=CC=1,2.102
9804,CC(C)C1CCC(CC1)C,7.131
9805,C1=C(N)C=C2C=CC=NC2=C1,2.464
9806,C1=2C=CC=CC1=CC=[N+]([O-])C=2,1.664
9807,C=1N(C2=CC=CC=C2C=1)C,3.916
9808,C=1(C(C)=CC=2C(=CC(C)=CC=2)C=1)C,6.241
9809,CCOS(=O)(=O)OCC,2.202
9810,FC(F)(F)C(=O)OCC,2.775
9811,S=C1C(=C(SS1)C)C,4.295
9812,C(CC)CCCOCCO,3.515
9813,CN(C)CCNCCN,0.106
9814,CN(C)C=1C=NC=NC=1,1.88
9815,C1=C(C)C(=CC(Cl)=C1)Cl,5.685
9816,O(C=1C=CC=CC=1)C(C)=O,3.022
9817,CC(C)(C)CC(N)C(=O)O,-0.694
9818,C=1C=NC([N+]([O-])=O)=CC=1,1.558
9819,C=1C(=CC=CC=1)C2C(C2)N,2.645
9820,C1=C(OC)C(F)=CC=C1,3.88
9821,[O-][N+]1=CC=CC2=CC(C)=CC=C12,2.879
9822,N1=C(C(=NC(=O)NC)NO1)C,2.107
9823,C(N1C=CN=N1)C2=CC=CC=C2,3.061
9824,C1=C(O)C(=CC=C1Cl)Cl,4.901
9825,CC=1C(=NON=1)C(OC)=O,2.539
9826,C=1(C(OC)=CC=CC=1OC)O,2.732
9827,CN(C)P(OCC)(C#N)=O,2.091
9828,C1=C(C)C(=CC=C1Cl)Cl,5.342
9829,O=C(O)C1=CC=C(C=C1)OCC,3.66
9830,CC(C)CCOCCC(C)C,5.661
9831,N1=CC=C(C2=CC=CC=C2)C=C1,4.129
9832,C1(NC2=CC=CC=C2C=C1)=N,3.06
9833,O=C(NC)C1N(CCC1)C(=O)C,0.21
9834,C1=CC=C(N)C=C1CO,1.386
9835,FC(F)(F)CNCC,1.964
9836,O(C(C)=O)C=1C=CC=C(C=1)OC,3.113
9837,FC(F)(C(F)(F)Cl)Cl,5.339
9838,O(C=1C=NC=C(N=1)OCC)CC,4.114
9839,CC1=CC2=CC=C(C=C2C=C1)C,5.625
9840,C=1N(CC)C(C(O)=CC=1)=O,2.986
9841,C=1C(C2CC2CO)=CC=CC=1,3.373
9842,CN(C)C1=NC(=CN=C1)OC,3.201
9843,C12CCNC(=O)C1C(NC2)=O,-0.844
9844,C1=C(C=CC=C1)C#CC#CC=CC,6.291
9845,N1=C(C(=NC(OC)=O)NO1)C,1.864
9846,CN(C)C=1N=C(C#N)C=NC=1,2.505
9847,C=1(C(=C(C=CC=1)Cl)O)C,4.321
9848,C(C1=CC=CC=C1F)Cl,3.783
9849,FC(F)(F)CCCO,2.573
9850,C(OC)(C=1NC(=O)NC(=O)C=1)=O,1.782
9851,OC=1C(=CC=CC=1Cl)Cl,4.242
9852,C=1(C(=CC=CC=1)N)C(=S)N,2.487
9853,C(CC)CCC(NN)=O,1.942
9854,C1=CC(C=C[N+]1=O)=C=[N-],0.578
9855,C1CN(CCN1)C2=CC=CC=C2,2.617
9856,O(C=1N=C(C(N)=O)C=NC=1)CC,2.146
9857,C1CCN(C1)CC2=CC=CN=C2,1.766
9858,OCCSCCO,0.88
9859,CC(C=1C=CSC=1)=O,2.704
9860,O=NC=1C=CC(=CC=1)NO,2.768
9861,C1(=NC=C(C)N=C1C)C,3.117
9862,N1C(=O)C(C(NC1=O)=O)(C)CC,1.61
9863,CC(C)N(C(C)C)N=O,2.79
9864,C=1C=C(C=2C=CC=CC=2C=1)C,5.386
9865,OCCCC1=CC=CC=N1,1.867
9866,O(C1=CNC(C=N1)=N)C,1.835
9867,C=1(N=C(C#N)C=NC=1)C,1.845
9868,C=1N=CC(=CC=1)C(=O)O,1.657
9869,C#CCN(CC#C)CC#C,2.369
9870,N1(N=O)CCN(N=O)C(C)C1,1.703
9871,O=C(OC)CC(=O)OC,0.905
9872,N1=C(C(C)=NC=C1)OC,2.648
9873,[N+]([O-])(=O)C=1C=NC(=CC=1)OC,3.207
9874,FC(F)(F)C1=CC=CC=C1O,4.352
9875,C1(=CC=CC(=C1C(=O)O)Cl)C,4.035
9876,CC(C)(C)C1CCC(CC1)O,4.731
9877,N1C=C(Cl)N=CC1=N,2.0
9878,CC(CCC(CCC)C)=O,3.608
9879,OB(O)C=1C=CC=CC=1,3.467
9880,N1=C(C=NC=C1C(N)=O)Cl,1.859
9881,OCCCCC1=CC=CC=C1,4.14
9882,CC(C)C1=NC(=CN1)[N+](=O)[O-],2.266
9883,C12C(C(CC1O)CC2)O,1.624
9884,C=1C=C(C=CC=1C(=O)N)OC,2.339
9885,C1(=CC=CN=C1)CCCCO,2.066
9886,O=S1(=O)CCCC1,0.569
9887,C(CCCC)CCCCCCC,7.484
9888,O=CC1=CC=CC=C1O,3.183
9889,[N+]([O-])(C=1C=NC=NC=1)=O,1.349
9890,C=1C(N=C=S)=CC=C(C=1)OC,4.575
9891,C1=CC=CC2=CC=C(N=C12)C=O,4.747
9892,C1=CC=C(N=C=S)C=C1Cl,4.885
9893,O(C=1N=C(C=NC=1)Cl)CC,3.6
9894,[N+]([O-])(=O)C1=CC=C(C=NO)C=C1,3.077
9895,[N+]([O-])(=O)C1=CC=C(CCO)C=C1,2.491
9896,C=1N(C(=C(C(C=1)=O)O)C)CCN,-0.131
9897,C1CCCCC1CC(NCC)=O,3.47
9898,C1C(CO)C2CCC1C2,3.503
9899,C=1N=CC(=CC=1)C(NCCO)=O,1.397
9900,C1=NC=C(C=N1)C(=O)N,0.615
9901,CC(C)C1=CC=C(O)C(=O)C=C1,2.8
9902,O=S(=O)(C1=CC=C(C=C1)C)N,2.324
9903,C1(C)=CC(=CC=N1)C(NN)=O,1.413
9904,C1=CC(F)=CC=C1Cl,4.186
9905,O=C(O)C1=CC=C(C=C1)O,2.986
9906,ClCC1=CC=CC=C1,3.878
9907,CC(C)(COC(N)=O)CC,3.06
9908,CN=CNC=1C(C)=CC(C)=CC=1,4.387
9909,C(N)C(O)C1=CC=C(C=C1)O,0.477
9910,CN(C)C1=C(C=C(C)C=C1C)C,5.832
9911,N1C(C=CC=C1)=NC=2C=CC=CC=2,3.901
9912,O=C(NN)C=1C(=CC=CC=1)C,2.083
9913,C=1C=C(C=C([N+]([O-])=O)C=1C)O,3.533
9914,C1CNCCC1C(=O)O,-2.025
9915,C1(N(C2=CC=CC=C2C=C1)C)=O,2.821
9916,[O-][N+]=1C=2C=CC=CC=2C(=CC=1)N,1.268
9917,[N+]([O-])(=O)C1=CC=C(C=C1)F,3.148
9918,C(CC1=CC=CC=N1)C(=O)N,0.962
9919,C1=C(C(=CC(=C1)O)CC(=O)O)O,1.926
9920,C1=C(N)C=C(F)C(C(=O)O)=C1,2.672
9921,C=1(C(C)=CC=CC=1C)NC(=O)C,2.783
9922,C1=2C(NN=CC1=CC=CC=2)=N,2.421
9923,BrC=1C=CSC=1,3.957
9924,C=1N=CC(=CC=1)C2N(CCC2)C,2.75
9925,C1(=C(C)N=C(C(C)=N1)C)C,3.357
9926,O=[N+]([O-])C=1N=C(NC=1)Cl,2.269
9927,C1=NC=C2C(C=CS2)=C1,3.386
9928,FC(F)(F)C=1C=CC=C(O)C=1,5.218
9929,BrC=1C=COC=1,3.25
9930,C(=[N-])=N[N+](=O)C=1C=CC=CC=1,3.301
9931,CN(C)C(=O)C=1C=CC=CC=1,2.073
9932,C(=O)(NC=1C=CC=CC=1)C,2.251
9933,C(NC(CO)=O)C1=CC=CC=C1,2.001
9934,C1CCCCCC(N1)=O,1.67
9935,C1CCCCC1N(C)N=O,2.867
9936,O=C(O)C1=CC=C(N)C(C)=C1,3.162
9937,C=1SC2=C(C)C=CC=C2C=1,5.49
9938,C=1C=CC(=CC=1)OC=2C=CC=CC=2,5.505
9939,CC(C)OP(C)(=O)F,1.698
9940,C1(=NC([N+](=O)[O-])=CN1C)C,1.09
9941,C1(=CC=CC(=C1C(N)=O)Cl)C,2.694
9942,C1=CC=CC=2C(=CC=NC1=2)C#N,2.193
9943,C=1C=CC=CC=1C2=NC=CN2,3.217
9944,C(C1=CC=CC=C1)CCl,4.821
9945,C=1N=C(C(OC)=O)N=CC=1,0.446
9946,O=C1NC(NC(=O)C1=O)=O,-0.505
9947,C=1C=NC(C(=S)N)=CC=1,2.279
9948,C(#N)SCC1=CC=CC=C1,3.916
9949,C1=NC=NC(C(OC)=O)=C1,1.241
9950,C1CNCCN1C=2N=CC=CC=2,1.984
9951,O=C(NN)C1=CC=CC=C1O,2.036
9952,ClC1CCCCC1Cl,4.902
9953,O(C1=CC=CC(N=C=S)=C1)C,3.909
9954,CC(C)(C)C1=CC=CC=C1,4.77
9955,C1=C(C=C(C=C1C)Cl)C,5.952
9956,NC(N)=NC(N)=NCCCCC,0.383
9957,C1(=CN=C(C(N)=O)C=N1)C,1.066
9958,C=1C=CC=CC=1CCCC(=O)O,3.855
9959,O=C(O)CCCCCCN,-1.687
9960,O=C(O)C1=CC=C(C=C1)OC,3.58
9961,OC1C2CCC(C1O)C2,1.954
9962,C1(=CC=CS1)C(=O)O,2.535
9963,C=1(F)C(=C(F)C(F)=CC=1F)F,3.82
9964,C=1N=CC=C(CCCCCN)C=1,3.119
9965,C1=CC=C(C(C(C)=O)=C1)Cl,3.301
9966,C=1C=C(OC)C(N)=CC=1OC,2.77
9967,C=1(C(CC)C)C(O)=CC=CC=1,4.747
9968,C=1N=C2C=CC=CC2=NC=1OC,3.75
9969,O=CC1=CC=CC=C1[N+](=O)[O-],3.003
9970,O=C(C1=CC=C(C=C1)O)C,2.429
9971,CC(C)C(NC(C)=O)C(N)=O,0.958
9972,C1=C(N)C=C2C(=C1)C=CC=N2,2.805
9973,CC(C=CC1=CC=CC(C)=C1)=O,3.693
9974,C(COCCOCC)OCC,1.364
9975,CC(SC1=CC=CC=C1)=O,4.275
9976,OC(=O)C(CC1=CC=CC=C1)N,0.148
9977,FC(F)(F)C=1C(=CC=CC=1)N,3.847
9978,C=1N=CC(=CC=1)C(N)=S,2.351
9979,C(#N)C1=CC=CC(=C1)C(=O)O,2.793
9980,ClC1=CC=CC=C1C,4.827
9981,ClC(Cl)(Cl)C(N)=O,2.39
9982,C1(C)=CC=C2C(C(C)=CC=C2)=C1,5.859
9983,CC(C)COC(C=C)=O,2.891
9984,C(#N)C=1C=CC(C#N)=CC=1,2.55
9985,C1=NC=C(N=C1)CC(C(O)=O)N,-1.816
9986,C1CCC1C(NC(=O)C(C)C)=O,1.709
9987,O(C)P(OC)(C)=O,0.866
9988,C1=CC2=C(NC=N2)C=N1,1.844
9989,CC(C)C1NC(NC1=O)=O,1.088
9990,NC(C1=CC=CS1)=S,2.798
9991,C1=C(C=CC=C1)C(OC)=O,3.884
9992,O(C1=CN=C(C=N1)Cl)CC,2.663
9993,N(C(C1=CC=CC(C)=C1)=O)CC,2.626
9994,C=1(C2=C(C=CC=1)[N+](=CC=N2)[O-])C,2.803
9995,N1C(NC)=CC(N)=[N+]([O-])C1=N,0.97
9996,OCCCCC1=CC=NC=C1,2.157
9997,CC1(C)CC=2C(=C(C=CC=2)O)O1,3.359
9998,C1=C(N)C=C(C(C(=O)O)=C1)N,1.491
9999,C(CC)CCCC(NN)=O,2.296
10000,C=1C(=CSC=1)C(=O)O,2.95
10001,CC(C)(C)COC(N)=O,2.238
10002,CC(C)(C)C1=CC=C(C)C=C1,6.984
10003,C(C(O)C1CO1)(O)C2CO2,0.156
10004,C1=C(C=NN=C1)C(=O)N,-0.138
10005,C1CCCCN(C1)N=O,2.194
10006,C1(=CC=C(C=C1OC)CC=C)O,3.398
10007,C=1C(=CC=C(C=1)C(=O)N)O,1.263
10008,OCC(C)OC(CO)C,0.573
10009,C=1C(Cl)=CC=C(C=1)C(=S)N,4.016
10010,C=1(C=CC=C(C=O)C=1)[N+](=O)[O-],2.822
10011,C=1N=CC(=CC=1)C(NCCC)=O,2.394
10012,C(CCC(C=1C=COC=1)=O)(O)C,2.322
10013,O=C(O)C=1C=CC(C(C)=O)=CC=1,2.168
10014,C=1C=NC=2C(=CC=CC=2N=1)Cl,3.094
10015,N1=CC=2C(C=C1)=CC=CC=2,3.854
10016,N1C(=O)C2(CC2)C(NC1=O)=O,0.882
10017,C1(=CC=C(C=C1OC)C=CC)O,4.403
10018,[N+](=O)(C=1C(C(N)=O)=CC=CC=1)[O-],0.878
10019,O=[N+](C1=C(NC=N1)Cl)[O-],1.841
10020,CC(N=C1NC=CS1)=O,1.985
10021,N(C1=CC=CC(C#N)=C1)C(C)=O,2.374
10022,ClC(Cl)(Cl)C=O,2.369
10023,C1C(C)N(C(CC1)C)N=O,2.413
10024,N1=C(C=NC=C1C#N)Cl,2.416
10025,C(C1C=CC(C)C(=O)C1)(=C)C,4.122
10026,C(C1=CC=C(C)C=C1)CC,6.093
10027,O=S(=O)(C)NC1=CC=CC=C1,2.058
10028,CON=CC=1C=CC=CC=1,4.072
10029,CC(=O)C=CC1=CC=C(C)C=C1,4.181
10030,FC(F)(F)COC(=O)C(C)=C,2.285
10031,ClC(Cl)(Cl)C(=O)O,2.684
10032,O(C1=CC=C(C=C1)F)C(NC)=O,2.565
10033,C1(C)=CC=C(C)C(=C1)NC(=O)C,2.633
10034,C(C=1C=CSC=1)(OC)=O,4.734
10035,C(CC(C1=CC=CC=C1)=O)C,4.141
10036,C1=C(OC)C(C(=CC1=O)OC)=O,1.386
10037,C(C)NC(NC=1C=CC=CC=1)=O,2.998
10038,O1C2CCC(CC12)C=C,3.742
10039,OC(=O)C(C=1C=CC=CC=1)CC,3.359
10040,C=1C=CC=C(OC)C=1NCC#N,2.367
10041,C=1N=CC(=CC=1)CCCC(N)=O,1.62
10042,C(=[N-])=N[N+](=O)C=1N=CC=CC=1,1.405
10043,C1(=NC=C([N+](=O)[O-])N1C)C,1.93
10044,O=C(O)C=1C=C(C(=CC=1)O)O,2.408
10045,C1=C(O)C(CO)=CC(Cl)=C1,2.953
10046,C1(C(=COC(C)=C1)O)=O,0.675
